RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
102001,United States,0,187700,184800,180500,176500,174600,173600,172700,171200,169200,166500,163600,161900,159200,155500,151500,150800,152600,155500,157300,158200,159700,161100,163400,163200,164e3,161100,159100,155600,156100,156900,158800,158200,158600,157800,158e3,157e3,154500,152e3,149100,148900,149400,149800,149200,148e3,148200,149e3,149e3,148400,148100,149200,151100,153100,154800,156400,157300,158600,159700,162200,163e3,163100,163300,164900,167400,169100,171600,173600,174100,174400,174e3,174800,174100,174800,174900,175500,175900,176700,178e3,179700,181300,182100,182200,182400,184100,186100,188400,190200,191700,192300,192800,192400,192600,191900,192100,194e3,196e3,196700,196e3,196300,197400,198800,199100,200200,201e3,203200,205300,206500,207700,208400,208800,209200,208900,210100,210400,211e3,212500,214300,217700,219e3,221400,224700,227800,228200,225200,224e3,222800,222700,222200,223900,227100,229100,231600,233200,235400,234900,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362600,361800,361900,363600,366e3,361900,356500,353600,353200,350500,340100,329200,324600,322400,324e3,324300,329400,331700,335800,335800,334600,334100,336200,338100,335900,333400,329700,331200,330900,334600,337100,340600,348500,352200,354900,350900,348500,347700,348400,349400,35e4,352100,352300,353e3,354200,353800,353300,352400,353e3,355500,354200,353800,352800,350500,351300,350300,353300,355400,356600,357600,357400,355700,357500,358100,359900,359200,359100,359800,360600,360300,361100,361e3,360400,356300,359800,363700,373e3,373800,374400,374e3,371600,374200,374500,379800,380900,381800,381500,382700,384300,383700,384e3,386100,389700,391900,390600,390900,389700,389800,388500,387800,390800,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,475100,463100,447900,436500,421100,407100,392100,379800,368300,356400,342100,331400,325e3,321e3,320600,326500,334300,341e3,348800,355900,363700,366600,371e3,368900,367400,363e3,366900,364100,365200,360100,366800,365700,369e3,363900,360200,356400,354300,355e3,352400,348200,347e3,344500,344400,338500,338800,336600,337500,335300,335900,340100,342800,347800,353800,362300,372200,377900,387500,395300,398600,399500,404600,419400,433e3,442400,446300,449300,451800,454300,455400,455300,453400,455e3,454900,458800,462700,463700,465800,466200,470500,474300,475400,477100,477700,484100,488900,494300,493200,497e3,498500,502900,500900,499700,501600,510200,517200,518700,518300,521300,527e3,528800,528100,530400,532500,530900,529900,525700,529100,522400,527700,529300,538800,539900,541500,542800,550100,562100,579800,588900,597200,599300,606700,608e3,612600,613600,614800,614300,618300,623400,630800,628300,629300,622800,627400,630300,631100
394463,"Chicago, IL",3,254700,251100,236700,224200,222500,222500,226700,225300,222800,219400,212900,210400,205900,201400,193100,187100,187800,191100,194300,196600,198700,198500,198100,198600,196400,193200,186e3,185300,183200,184400,181900,183700,186700,187400,184900,180600,176600,171600,165100,162500,165400,169400,170500,168600,165500,166100,162500,161900,159e3,159800,158500,161600,163600,166100,165700,164600,165700,164100,164700,162600,162100,162300,166e3,172500,183300,188600,193300,194100,195600,195600,193e3,194800,193600,193300,191200,192900,196100,200200,204600,205400,204300,201100,201500,201700,203500,204600,205300,203800,202e3,195e3,191600,187500,187500,186e3,183900,183300,183900,186100,187e3,188300,189400,192100,192e3,193500,195900,200100,203300,204900,205700,205200,204400,202500,200600,199500,199200,200800,202800,205700,209e3,213100,220700,222400,220400,217700,219300,219900,218700,219200,226100,224700,227800,231900,243200,244600,239700
394514,"Dallas-Fort Worth, TX",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200100,203400,203800,203800,202200,202400,204100,204700,205600,205700,206800,208400,212900,216400,219200,219300,218800,219800,219700,219e3,220300,224100,229800,232e3,232800,232300,232200,233200,234900,237200,238900,239900,241700,244100,246200,246300,245700,245800,248e3,248e3,250600,252100,254100,252500,250500,249100,249e3,249100,
394974,"Philadelphia, PA",5,211800,210400,206200,198e3,195e3,195100,196800,197200,198100,196600,196100,196600,201e3,200700,195200,188500,185800,188900,190900,192600,193700,197e3,2e5,202100,203200,202700,197500,191300,188500,185900,187700,187900,192600,194700,2e5,201800,199600,193400,184400,181100,180300,182200,180900,179400,179400,182400,184200,187700,187100,186800,184600,186400,186700,187700,182600,182700,185100,192400,195600,195300,193500,192300,190200,191300,193600,197500,196500,195500,194400,194800,194700,194e3,196e3,193900,192400,191e3,191300,192500,193e3,194600,193900,192300,191800,190100,190700,192400,194500,195e3,193500,192200,193100,193400,193500,190200,192300,197700,198400,195700,191500,193800,195500,195700,196100,194200,195200,198400,199e3,201800,200200,201900,201800,201900,201700,199600,197800,196600,196100,199300,199500,198800,198400,199200,201900,199700,198400,197800,198800,200300,202400,204100,207800,210600,214900,218800,
394692,"Houston, TX",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181800,181400,184e3,185600,187700,187100,188e3,189400,189900,191e3,190900,191400,192300,192300,192900,189700,189500,188700,191900,193100,194600,192500,192800,193800,197900,201100,202600,204200,205900,208100,211300,212500,214900,215e3,214500,214800,214900,216500,216300,218900,220100,220800,218800,217800,219200,221200,224600,224900,222600,220800,219600,222600,225700,229500,231800,226600,224300,222400,225200,
395209,"Washington, DC",7,357100,347500,331500,317100,311700,309900,302300,294200,287100,281200,281500,278700,281800,275900,272600,272700,281800,296e3,303400,303500,301500,301300,301e3,297400,295300,298600,297300,291500,291600,284400,294100,291100,305800,305600,303800,301200,287600,279500,271200,272800,284700,294100,304600,297400,291e3,284100,285200,281700,291e3,295900,307700,312e3,320300,321600,319800,317400,319300,318100,319800,316200,324300,327200,337400,340700,346200,347400,344e3,340800,339900,340400,341700,339500,341600,341200,350200,350300,354100,348e3,346900,345900,348100,351300,349600,349900,355500,357100,356800,348700,346400,344500,347200,349300,350100,346200,346700,349800,350600,351900,349200,350700,35e4,351900,353400,357500,356500,357500,358200,358700,36e4,359100,359800,359e3,359300,36e4,362e3,362900,364800,367e3,370200,373400,381700,384e3,384400,377700,373600,373500,374800,376500,378100,378100,381500,384900,395300,393800,
394856,"Miami-Fort Lauderdale, FL",8,257700,248800,235600,228e3,223500,221600,214e3,206100,195200,187600,175700,167600,158400,151300,141900,137300,137600,141e3,143e3,143200,143900,145300,145900,146300,146e3,144600,143800,141200,137100,131200,126100,127500,130200,130300,122900,118400,114800,118300,120100,123400,127e3,125500,124100,122700,124500,128400,131100,133800,134900,136900,137900,140700,140300,141e3,141800,145e3,147500,152900,155800,160200,158100,159700,162700,167100,169500,170900,172800,174300,176300,177900,180400,179400,180100,179700,182200,184700,187300,186900,187100,187700,191700,194300,195100,196200,197800,200500,205200,207800,209e3,207400,207200,208200,205700,206800,207900,216300,218e3,221300,219e3,220200,220500,221800,224400,228300,229200,230300,229300,234700,235500,239200,236400,237500,235100,238100,241300,244400,245200,246400,250900,255300,258600,257300,255100,253e3,250500,250300,25e4,256100,260200,263400,262400,265600,269700,271300,267600
394347,"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95e3,95700,96200,98200,97e3,97e3,96800,97300,98600,100700,104200,106600,108800,110100,113700,117300,121400,123600,126300,128100,132e3,136200,142e3,143400,143100,141100,140300,140400,140600,140300,139300,140500,144800,15e4,154200,155300,156400,156e3,158100,16e4,162200,162800,168600,171300,173500,17e4,17e4,170800,170700,171700,172900,174800,175100,174500,173500,172800,171700,173500,174100,176e3,176900,179400,179500,181500,182300,186500,187300,189500,189200,189500,189e3,190100,192100,193200,195500,198300,203400,205e3,206100,205100,205500,204500,201200,203300,205200,210100,209600,211900,213500,214900,213e3,
394404,"Boston, MA",10,332700,327600,323700,320800,32e4,319500,318e3,316600,311500,305600,295400,293400,286100,289e3,285600,292500,295600,302600,306500,307200,303500,308600,310100,313100,307600,306900,305400,309100,315300,322500,322700,321800,321e3,317500,306400,294100,286100,287700,295200,305e3,313900,316400,317e3,309800,305700,299800,299700,297500,301600,303e3,308500,314900,322300,321600,318700,318700,321800,321e3,309100,305800,307600,319500,321600,323600,324300,328300,328700,329800,328600,329500,333100,341900,348600,349300,349300,350100,353900,354500,353600,354100,354900,357300,359e3,362200,361700,360600,359800,360800,364900,367900,369500,369400,368900,369900,370500,367500,365600,367900,371900,377100,377600,378600,380600,382200,383700,385100,387700,390700,392400,392800,394400,395e3,396900,397200,400500,404700,410900,413300,411900,413100,413700,419e3,421100,425700,426e3,426100,423500,426600,430300,429800,429700,433100,438400,438500,
395057,"San Francisco, CA",11,593800,551e3,517e3,495800,488300,467100,441100,405700,373500,352e3,335800,326300,309300,302100,305700,329700,355200,373900,391400,400900,408800,416600,419e3,416400,406700,397500,404900,412700,429600,435900,441e3,433e3,422500,415100,409700,401e3,388900,379e3,379300,381300,386500,389700,391200,389100,385200,378100,377400,372300,373700,380900,398800,419300,438800,444600,452100,461200,473300,494900,494900,496600,490400,514100,542e3,561900,568900,568500,569600,572300,574700,579100,589100,598600,598500,589300,581800,577800,579100,586300,598e3,600900,595e3,585300,580900,587e3,598200,610200,614500,614600,613700,621700,623600,623700,621100,638100,647700,646800,629500,623900,630300,643300,652e3,649600,643900,641200,650300,661800,672700,673800,674900,682700,690600,697900,693900,697300,704100,717800,731900,738100,739500,744400,753700,763300,773800,779400,779300,766600,760900,771700,781900,782900,782300,787700,788700,791800,799800
395025,"Riverside, CA",12,302600,284100,268100,257500,246700,235600,223900,216e3,207e3,197400,188800,179300,170700,159900,155100,153e3,153500,154800,157600,161e3,166300,169100,174500,174500,175300,172e3,173600,174800,174800,173500,173800,175200,174400,173800,175300,175800,173600,169200,167500,166700,166600,166900,168800,170500,171300,169100,170200,170100,172500,173500,175600,176700,177900,180400,185700,191e3,197700,203700,209e3,210100,212500,215500,221700,227300,230900,234700,239300,245300,248100,249700,254400,256800,258100,255200,258700,259600,261e3,260500,261800,264600,266600,269100,271300,273800,275600,276e3,275900,276800,279e3,281200,282900,283400,284800,285900,291300,292200,293300,291500,293700,294500,295700,296500,303100,303400,304600,3e5,301200,301800,303800,305600,308e3,311100,312600,313200,315800,323e3,327900,330600,337200,345300,348300,345200,344700,346900,347600,346600,349200,350100,350400,346e3,351100,353500,356500,351500,353800
394976,"Phoenix, AZ",13,224800,214200,205100,199e3,193100,187200,178800,171e3,162e3,151700,142900,132800,125300,116900,112400,113800,118400,123400,125400,126300,129600,129800,131e3,130600,131400,129500,126900,126100,126500,124600,122700,120600,120100,116300,115200,114e3,113900,111600,108800,109800,110700,111800,113400,114700,119600,120900,116500,110900,108700,113100,118400,121600,124300,126400,127100,130600,135e3,138200,140200,139800,142500,144600,147400,149800,153e3,154e3,154700,154900,154600,156100,155800,156500,156200,156700,157300,156400,157e3,157100,159500,159500,160600,162300,163e3,166e3,168300,171400,172900,174300,175600,176300,177600,178600,180500,183100,184800,185800,186300,188600,190700,192400,193300,195900,197700,200300,202400,201700,203e3,203300,206100,205600,205900,206400,208700,210900,212600,214600,217600,219200,223500,226600,229600,229e3,227400,229100,232700,235900,236200,237200,240200,242100,246500,249100,250900,246600,243200
395078,"Seattle, WA",14,347100,337900,327500,318700,312800,313600,312600,313900,307e3,308900,31e4,316800,311400,303300,292300,288900,285200,285500,288800,293100,293600,297100,303600,310800,309700,3e5,292e3,284500,291300,294800,295600,287500,283700,29e4,291200,293500,285600,281700,270300,258400,249200,246400,247600,246300,243900,246600,248400,250600,247400,253600,259300,270500,275800,279300,283200,285100,292200,293300,290900,290600,292100,299800,303100,303900,306700,309600,314700,314900,312400,309600,309200,310900,309900,307900,305900,308900,312800,315600,318100,318900,321100,321700,325e3,327300,330500,332200,333500,335100,333200,335500,336300,342500,343e3,347700,350700,353700,354300,354100,356700,358600,360900,364e3,365700,368900,373300,377e3,380800,380400,382700,385800,391600,398e3,401700,405300,409400,413600,419100,424300,430700,439600,449500,458200,454100,446300,436800,434600,433900,433700,435100,441300,449300,459600,463800,465600,466800
394865,"Minneapolis-St Paul, MN",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182100,188400,193100,195700,196900,196800,196900,195300,195200,194400,195900,196900,198800,199600,203500,202900,204300,203800,207100,208600,212600,216700,220900,219900,217900,216600,216800,217900,218100,219100,220700,221100,222600,223e3,223500,222900,222700,223700,225100,226100,227600,227800,228e3,228400,229200,230500,231e3,231700,233100,234400,235900,237300,238600,239500,239900,242100,244500,247400,25e4,251800,252300,250600,250300,250400,254400,256700,258200,256800,259800,265300,268700,
395056,"San Diego, CA",16,403100,394400,38e4,368e3,352800,341100,331100,320900,308200,297800,289400,288100,283700,282800,281100,289300,298e3,308500,315e3,321400,325800,329800,325800,327900,329400,336400,335600,331900,331200,330600,333700,334400,334800,335600,326900,322700,319800,323e3,322400,318200,316900,317700,315800,315700,313500,316500,316200,317100,319400,323600,328900,330400,334800,339100,347300,353100,360400,368100,370200,371400,373900,385400,397e3,403800,408900,410200,414700,414700,416400,417800,417500,418400,418900,423500,427100,429400,432600,435400,437900,440100,438700,437e3,438800,444100,449500,448800,449300,452900,456700,459800,457500,457e3,460900,465900,471800,471300,473200,476600,48e4,480100,477800,480100,483900,492400,493900,496600,497300,503100,508200,510300,512700,516500,518200,520900,524200,528700,536500,541100,542900,544600,546200,554700,555e3,556900,553500,556600,559200,560800,555700,553100,551600,555100,553100,558e3,
395121,"St. Louis, MO",17,144200,143500,140100,136600,136500,137300,137300,137500,135500,134700,131500,135900,138e3,140200,135600,133600,132100,132500,133400,136700,137400,136500,136400,136100,139100,137900,138100,135300,134900,133200,132900,131400,131200,130300,131300,131e3,129900,127200,126100,124500,125300,126300,127100,127300,127700,126700,124100,122100,124200,125800,127800,127800,129200,130700,132600,132400,130200,128500,126600,127800,129600,134500,138100,140600,141800,141900,142200,141200,139300,137900,138e3,138900,139700,140200,140700,142800,143200,144200,143e3,143e3,144600,146e3,147800,150600,153500,153400,150600,148600,149400,150400,149700,150300,149300,151100,150300,148e3,146400,147e3,15e4,150600,149100,148600,148900,149500,15e4,149600,149800,151700,155300,155100,154600,151e3,152400,152100,153400,154300,156200,156800,155100,155600,158e3,161600,161100,158e3,156800,157600,157300,158600,159900,162900,163200,162e3,163200,165e3,167400
395148,"Tampa, FL",18,177200,171700,166900,162200,158200,153900,152e3,148100,143800,138200,134500,130600,126200,122800,121600,121700,122300,120200,120900,121300,124700,123900,123800,122600,121e3,120100,118300,119100,114400,112e3,109400,111600,110500,108600,103100,97e3,92300,90800,92800,96300,98600,99600,99400,99800,99100,99600,100300,100300,99800,99900,103700,106500,109600,110500,111300,112e3,115300,117100,119800,117e3,119700,120200,123600,123e3,125300,127700,129500,129600,130600,131100,130300,127400,125100,125100,127900,131100,133800,135300,136400,137900,138200,137900,137e3,136600,138700,141500,145200,146200,146400,145200,146900,148100,150400,152800,156500,159200,159800,160500,162900,166300,167e3,168200,168300,17e4,171100,172700,175e3,176900,177800,179e3,179800,181900,182e3,180800,181300,182700,187300,189200,192600,194700,196200,196500,195900,197400,196400,195600,196200,196800,200300,200100,208400,213800,219400,217e3,
394358,"Baltimore, MD",19,231400,230900,222900,217800,214e3,217900,220500,220700,215300,208300,211600,216500,222400,222800,216100,211500,204400,210100,211300,216400,214200,219800,218700,22e4,214400,207200,199e3,194800,191100,191700,186600,192e3,190200,191900,203700,226300,221500,206400,174600,172700,156900,157500,168900,185300,203600,208800,220200,223200,222600,224300,221e3,222700,216300,215900,216800,226200,231400,229800,228900,227800,224800,222800,221200,226400,229900,232200,229100,223900,221600,224400,229100,231e3,233300,230600,230800,230300,229400,231800,232800,236300,235200,235400,233e3,231200,228700,228200,227700,230600,234400,232100,230800,227200,229400,230400,230300,238600,239600,245600,240300,241400,239600,239700,239300,242800,243100,242200,238800,241700,242100,242700,241300,241200,239800,239e3,241100,243700,246600,247600,248800,248800,250300,251400,250900,25e4,246700,245e3,243900,246500,248300,247300,244100,246300,248100,255100,
394530,"Denver, CO",20,200900,196e3,195700,193700,196100,198100,197300,195e3,190700,184400,175500,171100,172e3,178300,183900,190500,195900,202700,204300,207100,206e3,207200,205e3,205800,205e3,205400,205e3,204600,208800,211500,215e3,213700,212700,213100,207600,203200,197800,197400,198200,199700,200400,203100,203800,205900,206500,207e3,209e3,203600,203500,206400,216100,223500,227800,232700,236100,238e3,238400,236600,236300,235e3,236900,239600,242900,245600,247700,249800,252e3,253600,253700,253500,253100,250700,250600,250900,254700,257e3,260100,262600,265100,265400,269600,271800,278200,278300,283e3,284900,290400,292e3,291500,293400,295400,300100,303400,307300,311200,315100,318500,319400,322200,324100,328900,330500,333600,335700,338500,341900,344600,346600,347300,349500,350800,354700,355300,359100,361400,367200,369200,373100,375200,383500,388400,394e3,395300,395400,392800,392700,394100,397400,398400,399e3,401e3,400100,400700,398e3,398900
394982,"Pittsburgh, PA",21,95800,95800,96700,95800,99400,99700,98300,95200,95e3,91800,88900,87100,89700,91200,94400,97900,103300,105100,106500,106700,108400,108e3,106800,104700,105800,107800,109900,109600,107100,105700,105500,107900,108500,108100,108600,104500,105400,101e3,105700,105500,110500,110900,111800,111300,111700,11e4,109900,111e3,112e3,115100,115600,118400,118400,117600,119e3,118700,120200,119300,119500,118800,119100,118300,12e4,120700,122200,121900,121800,121e3,120400,119600,119100,119700,120300,121800,121700,122900,122700,124500,125100,126900,126300,128200,128400,131200,132100,130700,128100,126700,128800,129800,130100,129e3,129600,130400,131600,132200,131e3,131500,131200,131800,131700,130800,130400,130500,132700,133800,135700,135600,137900,137900,138900,138400,137900,137700,137400,139700,142500,140200,138e3,135700,142500,142e3,141500,139200,141800,141700,141900,141e3,142700,143700,145800,150700,151500,147100,
394998,"Portland, OR",22,279700,270600,267600,264400,264800,263100,257700,256700,253800,255100,254500,256200,252200,244500,236100,233900,232400,234e3,233e3,233600,231300,233400,236800,238200,237800,234400,230700,227e3,228e3,232400,235300,232700,231100,230100,229400,223400,214500,207900,205200,205800,206900,208400,211100,212200,216300,214900,213200,207800,207e3,208800,213400,219600,224300,228300,230900,233400,235e3,238e3,244e3,244400,247300,244700,249100,248300,253300,254900,258100,259300,261100,260400,259300,262400,264400,265100,263200,263600,265900,266800,268600,269900,272100,273400,275400,275800,276500,277400,279100,283300,285400,287600,287700,288500,290700,295700,300700,303200,306200,309e3,313500,316400,315700,317300,319500,324900,327600,329800,336500,339900,341600,340600,342300,344400,345200,348400,351200,354700,355600,358600,367700,374500,377400,373800,373e3,375600,373700,374400,372600,377e3,378800,382600,384700,386500,386200,383300,383900
394458,"Charlotte, NC",23,155900,152200,149200,148100,148200,148200,149400,150500,150300,150700,148300,149700,148200,148200,145200,146400,148300,149800,150100,150900,150900,149300,151500,152200,151700,147e3,145400,147200,149600,150800,150500,151200,152700,154300,158500,157500,153400,146800,145900,153e3,154600,156600,148800,149700,144500,148600,148300,152500,153200,153200,156e3,160100,162e3,161700,158100,156500,155e3,155900,158100,160700,161400,161800,163300,163500,164900,165400,166600,167700,168300,170700,170700,169400,169e3,169100,17e4,169800,170800,171700,172600,171900,171400,172900,175e3,178200,178200,180400,180900,181400,179300,178600,18e4,181800,184100,184500,186200,185600,184700,183500,184500,187100,188e3,189900,189900,191400,190700,188700,187600,183600,185600,185300,187500,189300,193800,194800,193400,192900,195500,197900,201e3,206100,210600,214600,218400,22e4,216200,214300,212900,215800,217100,216900,219e3,221300,223600,223600,
395045,"Sacramento, CA",24,285300,273400,256e3,241200,231300,228100,222700,217400,209300,202500,195800,189800,186200,184800,185500,188100,193300,197600,200800,203600,206400,208e3,207400,203500,202900,202600,203300,201800,201600,201100,201700,198400,200500,198400,196200,188800,182600,179700,175400,174600,173700,176100,177600,176500,179200,179500,180700,179600,180200,182600,182400,183900,188300,194800,203600,208200,214800,217900,223800,229600,238e3,243500,248500,252300,26e4,263500,266700,266500,269200,271500,274100,277400,279300,281200,282800,284200,285700,286600,289300,291500,290900,294300,294300,302500,302e3,305900,303500,304700,305800,305500,306e3,306e3,309400,313300,319e3,321700,324900,324700,325600,327300,329500,333100,333900,337200,343100,344300,346e3,342600,343700,346400,349200,353100,355800,359600,364e3,367300,372700,375300,379e3,382600,387100,391400,390500,391400,391e3,392800,395100,394e3,399700,400600,401300,394900,391600,394300,396e3
395055,"San Antonio, TX",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175900,175200,175700,176300,179e3,179100,180700,180900,183200,182800,184e3,183200,184800,185100,185800,185800,185600,187500,186400,187300,187300,187600,189800,190100,192800,190100,190200,191600,195100,195300,194600,193400,193100,193400,193e3,193600,193900,195200,196e3,197e3,197700,197900,197800,199500,200500,200700,202300,204300,207100,207e3,206600,207300,208400,212200,214400,214100,212100,209100,21e4,209500,213800
394943,"Orlando, FL",26,220300,214100,205700,201100,197300,193900,192500,184400,179200,167100,162700,155400,147600,137500,127100,121600,118700,120200,120300,120800,119900,121200,116700,115200,109400,109300,108e3,109800,109e3,104e3,100100,98600,100300,99e3,97600,92600,94700,96500,102200,102400,103600,104400,106300,107500,111700,114e3,116100,113900,114200,112600,113900,115200,118e3,119400,120900,122400,123500,124900,127600,130300,132800,135200,137100,138500,139700,143900,147600,149e3,149500,149800,151100,151400,151e3,152200,152e3,153200,154500,155400,156400,156900,157300,157600,157100,158600,161100,162300,164400,164400,167e3,167800,170400,171700,174300,176200,181600,182200,182700,180500,182300,185700,187500,189900,189300,192e3,191500,193400,194700,197600,199600,200900,201900,204e3,205e3,206900,208800,210700,210700,213100,218400,228300,231800,233500,233e3,234700,234700,234500,236e3,240600,244600,249800,252200,255500,251100,245700,
394466,"Cincinnati, OH",27,134600,130100,124400,124800,123100,123200,121400,122e3,119400,114700,110500,110400,110200,112900,112600,114900,114600,116700,118900,123e3,124500,124700,122700,123500,123900,122900,121100,119400,118400,118100,119100,119900,118e3,118100,119400,122200,117500,111500,107800,108900,113600,115900,116400,114900,114400,114700,115600,113700,112500,111700,114e3,117400,118900,119200,119e3,121100,120700,120500,121400,123100,124400,123100,124600,124500,126600,126500,127900,126800,127800,128200,127800,128400,128300,130400,130300,133500,135e3,137e3,135700,135500,133900,134e3,133e3,135400,135200,134800,134200,135e3,136e3,136300,136400,137600,135200,140500,141600,150100,148500,150400,146400,146e3,144500,144800,145400,148900,149900,150200,152200,153100,153500,150800,149e3,149500,149900,151600,151800,152100,153900,155200,158300,163800,165300,165100,159700,156700,153500,155100,157200,161e3,161e3,162300,165200,171600,173500,171300,
394475,"Cleveland, OH",28,110700,109500,107800,105500,103900,103200,100500,96600,86300,81100,76e3,77100,75e3,81200,87300,95400,98100,101900,105e3,109200,111700,109800,108200,107500,109200,108200,108700,108600,106e3,103500,101400,106e3,110500,114500,108500,100200,92200,91100,91800,96900,99600,101700,99e3,97600,93500,94400,93500,94e3,92400,95500,99300,99800,101400,103300,106700,107e3,104800,105800,104800,104700,102700,100800,101900,104e3,108200,110200,111e3,110200,110800,109600,110100,107600,111100,113400,117200,116500,117200,119200,118100,118e3,116600,119300,118900,114600,112900,111e3,115600,115800,117600,117100,117800,116400,114400,114200,113200,115900,112300,116400,116500,121200,119800,120500,120500,121400,122700,123200,125200,125900,126700,127e3,127e3,125600,123800,121900,122900,126600,130600,132e3,133700,135400,136500,135400,133200,131200,127900,127200,129600,131e3,132800,133700,137300,139500,142300,142800,144400
394735,"Kansas City, MO",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160300,161400,162400,162300,165400,166900,169100,167800,162700,158600,156400,160500,162300,163400,163700,162600,160400,16e4,162700,164400,164700,166800,17e4,172e3,172200,170200,171300,17e4,170800,169800,168400,163900,153900,154500,158100,169600,171100,171600,171600,173500,175800,176100,174700,174300,187200,190100,193600,183700,185200,186300,186800,189300,187200,190300,192300,199400,212600,215700,214500,202700,197300,195500,193e3,195100,197900,202900,206e3,209100,219e3,219700,219700,
394775,"Las Vegas, NV",30,244400,239300,234600,228300,218400,207300,194600,187100,178400,171e3,162400,154900,147700,137600,130500,126e3,124500,121800,120500,121900,124400,124800,124900,123900,124200,125500,128100,130400,127800,126400,123e3,122500,121e3,119100,118200,116900,114800,113e3,111600,112e3,109800,107300,105900,107800,110200,110200,110300,108500,109600,112e3,115900,120400,121800,123900,125300,129500,133400,136600,139100,140800,144100,147900,152100,157900,160900,163900,163200,164500,166300,168400,169700,170600,172400,173300,174e3,168400,168700,171200,178200,180400,181e3,182900,183600,186100,186600,189e3,188700,189100,190200,191700,194300,193700,195700,195500,199900,200900,201400,199100,199600,202200,204e3,203800,203300,205500,207500,208200,210500,212300,217500,219e3,222700,227900,230900,232200,231700,235e3,237700,240500,243500,246800,249800,252600,257400,263700,263400,263900,262700,267600,269300,269500,271800,271500,273200,268400,269500
394492,"Columbus, OH",31,138200,136400,137400,136700,135e3,132800,131400,129800,126200,122500,123900,123400,122600,120700,121700,124e3,127300,131400,134700,136600,137e3,133200,129e3,130800,133300,134800,131400,131200,126100,123400,119600,122500,123500,131800,133800,128700,12e4,117e3,118600,119900,121500,125200,123600,121100,123100,126700,127100,120800,117500,121100,127600,131900,135400,135900,136500,133e3,132800,132900,135200,133700,132700,131600,134800,139300,144100,145900,145300,143800,158400,159e3,158800,146300,149400,152800,152100,152400,152200,154500,154600,155400,155700,157300,154800,163600,163100,166e3,161600,162300,162600,159400,158600,156200,153700,149700,151100,155e3,161500,163900,163100,160500,160500,160800,164200,166200,169e3,167900,170100,169e3,170300,170300,172e3,172e3,171900,171300,172700,174700,177100,181e3,182800,184700,182900,180200,176800,177900,179200,182300,181500,183e3,184500,186800,187400,191300,193500,199400,200600
394705,"Indianapolis, IN",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,128600,134400,140300,145100,145500,146e3,145200,145700,146900,151800,155900,158500,155e3,151600,148300,149500,132800,122900,109300,114900,115400,121800,125300,127900,134500,139300,143900,140700,140500,14e4,140900,140300,142800,147900,149800,148300,146300,143800,145e3,142400,144100,145300,146200,146400,145200,146e3,148700,150700,151700,153100,153700,154500,156200,160300,161700,162e3,159100,160600,16e4,161600,160500,160100,159200,159200,160500,160800,163300,166e3,168900,170100,170500,170600,171700,171300,172800,172200,174700,177300,179800,180800,
