SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
58,394415,"Stamford, CT",Msa,0.8681875792141952,0.8757250743499259,0.8932293249086272,0.8963593248709723,0.9043156059285091,0.9213836477987422,0.9230769230769231,0.9232790806551237,0.9045454545454545,0.9026550439844632,0.9166717592875516,0.8909932932220569,0.8878787878787879,0.9050279329608939,0.8894258609365466,0.9166666666666666,0.923313670171839,0.9252217997465145,0.9324009324009324,0.9049773755656109,0.9029031809973608,0.8940438871473354,0.8955571063037916,0.900225056264066,0.8716347218069268,0.8794782547551243,0.8790322580645161,0.9103448275862069,0.9171762090050027,0.9314550042052144,0.9232909532819542,0.9287704555515444,0.9174312635681299,0.9130434782608695,0.9157509157509157,0.8976467992958856,0.9029927760577915,0.897196261682243,0.9276264070784619,0.9254627313656828,0.9431826694104349,0.9448190134862242,0.94896331738437,0.9481348969721063,0.9415918991511716,0.9333333333333333,0.928612906297315,0.9275090432313098,0.9273809523809524,0.9276952451942684,0.9294572609681291,0.9334578109718148,0.9453772079049403,0.953880348212632,0.9594846185181274,0.9503563985043284,0.9357857373346241,0.930790772102947,0.9269031141868512,0.9310344827586207,0.9226683746800226,0.9285714285714286,0.920863309352518,0.9411764705882353,0.9507130413881704,0.9573934837092731,0.9529553679131484,0.9494328504722838,0.9367088607594937,0.9314828707176794,0.9358817165524702,0.9221584495761963,0.9171112556929082,0.9220512820512821,0.9185733593242364,0.9345770663055569,0.9515971046951874,0.9539121712342266,0.9492498610853862,0.9448052108981277,0.9383717200230961,0.926561273523014,0.9336717428087986,0.9283154121863799,0.9339407744874715,0.9333280128949168,0.9380175588625845,0.9542997542997543,0.9560233509670946,0.9581406778381848,0.9630403584162361,0.9476117103235747,0.9459459459459459,0.9435856634083504,0.9384695596374428,0.9367088607594937,0.936986301369863,0.9227272727272727,0.9340982641953516,0.9542957569671102,0.9649122807017544,0.9660053667262969,0.963855421686747,0.9574864444937692,0.9526315789473684,0.9441413496335492,0.9436619718309859,0.9402009853975907,0.9305694775617082,0.9287598944591029,0.9404819463904266,0.9510992951842767
59,394312,"Albuquerque, NM",Msa,0.9632064516129032,0.9889685534591195,0.9663739444498148,0.9775011013567438,0.9678682783882784,0.9835334133653462,0.9377231311607056,0.9577882630056345,0.962579699139365,0.9623335618086447,0.9254627313656828,0.9412070344363621,0.9322616339208218,0.9453972253052165,0.9445157894736842,0.944921677614957,0.9430799244090383,0.9524701492537313,0.9341900647948164,0.9454052855924979,0.9529469696969697,0.9479458995276944,0.9535510777881913,0.9373163636363636,0.9660373287341688,0.9423387374956882,0.9403379446640316,0.9796928571428571,0.9863687302981943,0.9832293577981651,0.9717226219024779,0.9769730986800754,0.9622953235796967,0.9636363636363636,0.9546161672560333,0.9761904761904762,0.9720388076490438,0.9803921568627451,0.9834638816362054,0.9864429276315789,0.9843459459459459,0.9731971399387129,0.9754863813229572,0.9835043418530024,0.9662939068100358,0.9644898706896552,0.95,0.9812017245567161,0.960544566547284,0.968,0.9633333333333334,0.9683699009021006,0.9692233820459291,0.9780135135135135,0.9615236629472874,0.9665287702143663,0.9673115410273516,0.966720036198465,0.9662878787878788,0.9775057736720554,0.964706556570532,0.977209756097561,0.9834437605256292,0.989136649514008,0.9852140077821012,0.996858407079646,0.9899158878504672,0.9887670136108887,0.9837006853120949,0.9748427672955975,0.9842373409418863,0.9726738399640011,0.9674486270230951,0.9705271258176221,0.9932954736664984,0.982532751091703,1,1,0.9862068965517241,0.9950673508659397,0.9871717918864005,1,0.9810512878475592,0.9749884480179896,0.9751710144927537,0.9799833194328608,0.996408949624866,1,1,1,0.9961172413793103,0.9982701649175412,0.9875,0.9803921568627451,0.9966654316413487,0.9852202402621041,0.9818945963975984,0.9850494891443167,0.9945380380380381,1,1,1,1,0.9909740503948853,0.9958877889427042,0.9939393939393939,0.993103448275862,0.9808109339407745,0.9878127004490058,0.9969372835706041,1,1.0102406734006735
60,394308,"Albany, NY",Msa,0.9365781710914455,0.929368029739777,0.9221294363256785,0.9304070575159766,0.9367088607594937,0.9504752376188094,0.9478672985781991,0.9471766848816029,0.9314983570646221,0.9300302657076993,0.9240896358543418,0.9101917119209211,0.9188461538461539,0.9174757281553398,0.9215376513954713,0.9255155791809608,0.9331123878284642,0.9474949610200065,0.946031746031746,0.9401872770926449,0.9356242716141671,0.9288333915473279,0.9227780475959203,0.9204114780725501,0.9147262319664827,0.9130706691682301,0.9096154785724425,0.9296852015298617,0.9319047619047619,0.9399773499433749,0.9460021747009786,0.9395973154362416,0.9404388714733543,0.9386792452830188,0.9302163293789253,0.931754706940285,0.9254302103250478,0.926872638364081,0.9283900966083634,0.939963614311704,0.9443411813300289,0.954090213718495,0.9568082497020365,0.9478672985781991,0.9487127879421838,0.9401709401709402,0.9367894497498863,0.9310575632639737,0.9244372990353698,0.9318181818181818,0.9352750809061489,0.9344262295081968,0.9479166666666666,0.9536082474226805,0.9606177606177606,0.958217270194986,0.9447943682845499,0.9395447371405184,0.9412995323652473,0.9288702928870293,0.9325300769536471,0.9175529900887189,0.9259400208294484,0.937440382157289,0.9483667017913593,0.9651428571428572,0.9592396198099049,0.9625668449197861,0.9578865064646842,0.9479553903345725,0.9390729587723143,0.9323729491796718,0.9196999166435121,0.9404388714733543,0.9312477264459803,0.9470899470899471,0.9589513625388065,0.9683289069786836,0.9690528290090653,0.9665441027374113,0.958904109589041,0.962168061113132,0.9620246120195308,0.9519650655021834,0.939183987682833,0.9360877985797289,0.9526592408064569,0.9597188429305218,0.9649122807017544,0.9762603360896239,0.9790794979079498,0.9774703794725681,0.9753424657534246,0.9695454545454545,0.9606404269513009,0.9536987731302653,0.9561255492016112,0.9559804357492219,0.9554140127388535,0.976349302607641,0.9764757703272182,0.9819707882180535,0.9830211716027506,0.9814814814814815,0.9679145715058124,0.9631192332572946,0.9543800287405115,0.9551966291317886,0.9449694274596998,0.9478672985781991,0.9508631969946393,0.9622367266344889
61,394938,"Omaha, NE",Msa,0.9523809523809523,0.9334305758144058,0.9481481481481482,0.96,0.9648082245947015,0.9539105246218218,0.9554140127388535,0.94143977186972,0.9381818181818182,0.9273910104765124,0.9354375287498673,0.9198813056379822,0.9282579688658266,0.9125161898033675,0.9309958495658595,0.9358908045977012,0.9431266846361186,0.9482758620689655,0.9425710920410567,0.9375,0.9369369369369369,0.9361290056728432,0.927710843373494,0.9222572592300617,0.9173285717217741,0.9286572114834726,0.94,0.9416705903104747,0.9615919100354898,0.96,0.9584141548408703,0.9551477033614523,0.9515996718621821,0.9521904761904761,0.9467776138668633,0.9523809523809523,0.9375,0.9358446144791054,0.9482456670765,0.9639035974455248,0.9696969696969697,0.9740379596760536,0.9714313469546356,0.9689922480620154,0.9565353303342077,0.9617766130849048,0.9504752376188094,0.949723618788367,0.9473684210526315,0.9461872586872586,0.9609750380874252,0.9699971692772221,0.9714285714285714,0.9777777777777777,0.9767441860465116,0.9712,0.9693315418206248,0.9666666666666667,0.9547284794127504,0.9567901234567902,0.9531332280147446,0.9622641509433962,0.9699246231155778,0.9760952380952381,0.9817776124953514,0.9847288046340179,0.9837040062684139,0.980939405735046,0.977917102055033,0.9730636676945402,0.9666666666666667,0.9608938547486033,0.9641025641025641,0.9625,0.9746341556181717,0.9818181818181818,0.9886861417681192,0.9935483870967742,0.9882352941176471,0.9812792056074766,0.9767441860465116,0.9726650062266501,0.9691252144082333,0.9687590370156159,0.96875,0.9693558474046279,0.9839357429718876,0.994753980569166,0.9956822089193612,0.9949684818105871,0.9938927738927739,0.9853375,0.9818181818181818,0.9800950683303624,0.9757575757575757,0.9765625,0.970479302832244,0.9796509908311151,0.9907062662652952,1,1,1,0.9991652754590985,0.9887323049577859,0.9837225020952931,0.9823529411764705,0.9696969696969697,0.9739043727807772,0.9657373440939105,0.9705882352941176,0.9811320754716981,1
62,394908,"New Haven, CT",Msa,0.8946439081812831,0.906816760475297,0.9140032191308347,0.9077912794853467,0.9209238529935011,0.9266409266409267,0.9264367816091954,0.9154929577464789,0.9008579599618685,0.9014109662439721,0.8985421180750608,0.8938131849580497,0.8933685271119816,0.8951048951048951,0.8952898859507926,0.9056501757231684,0.9026548672566371,0.9257786688272054,0.9267696410712302,0.9028691760989734,0.90340186623369,0.8982511923688394,0.8947464828734029,0.8973793197094169,0.8877219304826206,0.8823529411764706,0.8843620395218346,0.8926156996059647,0.921865901721739,0.9285203716940672,0.9215376513954713,0.9182728928404345,0.902360944377751,0.9041054788211575,0.8990824885966797,0.9136056338513172,0.9066263328869113,0.898325847284606,0.9049824008892182,0.9130517361780004,0.9298641974698313,0.9429714857428715,0.9389907322145921,0.9384615384615385,0.9381443298969072,0.922077922077922,0.9161832366473295,0.9241706161137441,0.9152830991911451,0.9019673224408136,0.9064378410492104,0.9139426284189459,0.9324422075978954,0.9409788787965677,0.9313306533494108,0.9344564359041854,0.9248554913294798,0.9157296721505503,0.9123618780389829,0.9052631578947369,0.9235505995200997,0.9146341463414634,0.9116175653140633,0.92,0.9304871373836892,0.9420289855072463,0.9404583455003623,0.9371852320853071,0.925,0.9207779207779208,0.9146341463414634,0.9097801364670205,0.9103756812044534,0.9003751625729504,0.906816760475297,0.9206349206349206,0.9378050925557041,0.9447943682845499,0.945986920820153,0.945685307842842,0.9310724289715886,0.934476945455261,0.9199714183637013,0.927917525773196,0.9271168274383709,0.9166319299708212,0.9287926223371674,0.9374348279457768,0.9464882943143813,0.9541397353031702,0.9562970452758117,0.9460291700476458,0.9428551698297942,0.9426370971791639,0.9374804565353345,0.9336446519902157,0.9300833867864016,0.9353001182797117,0.9459459459459459,0.957420034008782,0.9606749217580624,0.967139776489937,0.9620176922597856,0.9603841536614646,0.9570871261378413,0.9473285335354301,0.9479709888456923,0.9328358208955224,0.9447974173129118,0.9344571726112991,0.9485484334578902,0.9615384615384616
63,394357,"Bakersfield, CA",Msa,0.9713176285729563,0.9625874125874125,0.9598944116147223,0.9620540713485841,0.9541062801932367,0.9596099780130385,0.9631083924315098,0.9579663081469874,0.9410670282964262,0.9401709401709402,0.9231962761830876,0.925,0.9246575342465754,0.914769975786925,0.9292356427549561,0.932,0.9459459459459459,0.9551403959813496,0.9528585757271816,0.9480729579698652,0.9622641509433962,0.96,0.9496835443037974,0.9614073366971226,0.9635930483040637,0.9626167557932264,0.9777777777777777,0.9777970084390317,0.9911504424778761,0.9918918918918919,0.9899979587670953,0.9913845646363817,0.9989384288747346,0.9931335526596516,1,0.9890455348458683,0.993980612883052,1,0.9836937256292095,0.9864188706218727,1,1,1,1,0.9886973180076628,0.9878787878787879,0.983778156567101,0.9711674986064696,0.9692307692307692,0.9658685656071426,0.9727904788942514,0.9756540619186969,0.9829280910501811,0.982838008540732,0.978236704235699,0.975609756097561,0.9673366834170855,0.96674339842303,0.9672182113371792,0.9669889963321107,0.9600960192038408,0.9583991574512901,0.9648829431438127,0.9757094220173976,0.973871613046627,0.9750024375060937,0.9736842105263158,0.9660362126628994,0.9722222222222222,0.9666666666666667,0.9611754611754612,0.9618009873524557,0.9664179104477612,0.9649122807017544,0.9670696123384743,0.9713332936342524,0.9712514757969304,0.9722780233025311,0.9796481545360469,0.9717062017719348,0.9722060704733109,0.968626968503937,0.968356867779204,0.9748865647062945,0.9664251207729468,0.9705910899737941,0.9701822488079108,0.9766998681542706,0.9781818181818182,0.9786595531843948,0.9831460674157303,0.9812198873313153,0.970873786407767,0.9711538461538461,0.9728813559322034,0.9721835345094398,0.9701897018970189,0.9720930232558139,0.9823008849557522,0.981945903230334,0.9806451612903225,0.9823204947479087,0.9833366111220371,0.9795748228428511,0.9796118288128329,0.9764245214169427,0.9749894022891056,0.9707394226967181,0.9662500988689393,0.9760858955588092,0.9795748228428511,0.9851931106471816
64,394753,"Knoxville, TN",Msa,0.8836033970718491,0.8888888888888888,0.9094099216710183,0.9253855773238849,0.9241239802615182,0.9282934963868816,0.9237875288683602,0.9186602870813397,0.9189666423553798,0.9111855267115118,0.9013885620145917,0.8948794949490517,0.887331167720978,0.9002572898799315,0.8971650917176209,0.903010033444816,0.9080415544440169,0.9118442401297999,0.9130706691682301,0.9134406263592867,0.9020296231560866,0.8946692791653845,0.9065743944636678,0.8904677772168939,0.8838800152245567,0.8992302309307207,0.9038461538461539,0.9246231155778895,0.9232535257461463,0.9322903308540651,0.9172583098981144,0.9245273556818486,0.9193825042881647,0.9009009009009009,0.9193272182134742,0.9259259259259259,0.9142857142857143,0.9132755170113409,0.9237030411449016,0.9328525876104306,0.9372394964988329,0.9365853658536586,0.9360241948563669,0.9339040553624596,0.9446700937576258,0.9360877985797289,0.9274413529732679,0.9234449760765551,0.9164835164835164,0.9190824910932653,0.9333333333333333,0.9360730593607306,0.95,0.95,0.9537771645394963,0.9395509499136442,0.9396212933190425,0.9386733416770964,0.9377344336084021,0.9333333333333333,0.9311321281107019,0.9410413945434546,0.9405196241017137,0.9439859514843806,0.9565028273162245,0.957052007616032,0.9551569506726457,0.9540696027332078,0.9533656082414386,0.9437751004016064,0.9454131144834743,0.9380596386101177,0.9311755907253116,0.9444097741510238,0.9478672985781991,0.9575927731814988,0.9644444444444444,0.9659890419063567,0.9656837672919318,0.9601746089487087,0.9629700960747858,0.960160053351117,0.9579023756779467,0.9555357936860827,0.9515039901780233,0.9527777777777777,0.9688888888888889,0.97,0.9777171441564347,0.9769230769230769,0.9758779291180097,0.9769094138543517,0.9754385964912281,0.9727272727272728,0.9885714285714285,0.9747606614447345,0.96875,0.9686488522551538,0.9782514136581122,0.9822485207100592,0.9883268482490273,0.987920972644377,0.987418280823761,0.98666,0.9815168416924485,0.9754877438719359,0.978779691545649,0.9736147757255936,0.9776119402985075,0.9783068783068783,0.9838799332962757,1
65,394653,"Greenville, SC",Msa,0.9258007838897149,0.9008581646277504,0.9167204648160103,0.9241433792261677,0.939183987682833,0.9409751924721984,0.9199777654252362,0.9130317587403256,0.914151442037777,0.9153272145351234,0.91324200913242,0.9002251125562781,0.8931924015685347,0.8995215311004785,0.9003777066559729,0.9137159303444644,0.9218726984828398,0.91324200913242,0.9148936170212766,0.9107589658048374,0.9109172795165612,0.9078036295951606,0.9111364211592001,0.9002251125562781,0.9090537226046365,0.8987485779294653,0.9090909090909091,0.9269659178659179,0.9336188436830836,0.9296482412060302,0.9342883665313573,0.9374902328488827,0.9299191374663073,0.9225806451612903,0.9344560764679107,0.930715935334873,0.932675511071243,0.9337483325922632,0.9399571122230165,0.9433962264150944,0.944954128440367,0.9503815777403615,0.954253037884203,0.9505591524426134,0.9462738301559792,0.9499886812498421,0.9413674560733385,0.9505280711506392,0.9347826086956522,0.9468822170900693,0.939566099578586,0.9471098346409452,0.9493670886075949,0.9539748953974896,0.9523809523809523,0.9514285484553662,0.9492753623188406,0.9517701385325809,0.9435011827376949,0.9411764705882353,0.9354838709677419,0.9404129416773095,0.9491525423728814,0.9616453585325181,0.96,0.9678103616813294,0.9619047619047619,0.9599332220367279,0.9621802002224694,0.9544636036232674,0.9565490150093809,0.9537566688065879,0.9518171397096559,0.9557522123893806,0.9597014262229528,0.9747620341923988,0.9757207331675417,0.9718913768461171,0.9718000618831444,0.9697125176858373,0.9748017143701659,0.963712332236009,0.9673115410273516,0.9615384615384616,0.9585318521755656,0.9597554006611,0.9680417043459759,0.9764309764309764,0.9754385964912281,0.9791467828005466,0.9758907242044481,0.9739077669902912,0.9724482974272713,0.9695290858725761,0.9639869043288468,0.964756158873806,0.9647058823529412,0.9688995215311005,0.9771689497716894,0.9781400518710633,0.9777728373104095,0.9810682807299858,0.977385279487601,0.9766639190320827,0.9739130434782609,0.9736842105263158,0.9666444296197465,0.9647718174539631,0.9644652128764278,0.9661958655083289,0.9741969457609269,0.9742489270386266
66,394952,"Ventura, CA",Msa,0.9517845961177207,0.9546094805278991,0.9571428571428572,0.9569258133491865,0.9630211893369788,0.9531955981198551,0.9615384615384616,0.9530533135824346,0.9461089174957096,0.9432387312186978,0.9372804164122464,0.9303678564935458,0.9294516310617925,0.9356347798031941,0.929719717620745,0.9327314805959872,0.9459459459459459,0.9482758620689655,0.9423892109725883,0.9452798402695451,0.9403686842301664,0.9395399220073266,0.9292316921315021,0.9378858104106997,0.9390444810543658,0.9384599200504944,0.9477652183176111,0.9576470588235294,0.9635036496350365,0.9711187571681785,0.972400515316347,0.9715827909191935,0.9743441914096281,0.9773171507795809,0.980971155006638,0.9836612204068023,0.9849906191369606,0.9860910544334751,0.9857482185273159,1,1,1,1,0.9913108289148442,0.9883578713673312,0.9848882665266352,0.9775280898876404,0.9772089810621295,0.9740082079343365,0.9739405106607002,0.9761904761904762,0.9809977418260287,0.9822541567712697,0.9813953488372092,0.9774436090225563,0.9748498726900034,0.9700012125030313,0.9703703703703703,0.964824120603015,0.9631885244038283,0.9666910851840402,0.9732229508400257,0.9770358132700941,0.9798110761252083,0.9845793493276309,0.9821302018184817,0.9803047794966521,0.978361204013378,0.9788732394366197,0.9738049776947889,0.9715245919129414,0.9724544407560463,0.9667630057803468,0.9728332911401306,0.9832434166984216,0.9801960392078416,0.9888579387186629,0.9858199105336867,0.985373364126251,0.9832904884318766,0.9797979797979798,0.9748163416309921,0.9745042492917847,0.9791666666666666,0.9790530890804597,0.9745719613493813,0.9831536965684584,0.9881976395279056,0.989138860802157,0.9921259842519685,0.9929989998571225,0.987892612739077,0.9846320836862006,0.9852216748768473,0.9803505154639175,0.9787556904400607,0.9774080885167424,0.984058392192181,0.9877340219496449,0.9914178351687861,0.9902439024390244,0.9895217161396717,0.9830384541618719,0.9810039306656356,0.9791680266222592,0.9728113141286099,0.9725041076126972,0.9629629629629629,0.9671216802523748,0.9710605108594272,0.9792937462241538,0.9813873372225892
67,394318,"Allentown, PA",Msa,0.9170305676855895,0.8979902463268412,0.9096422073984233,0.9263501419298849,0.9409656609150894,0.943775727980471,0.9361702127659575,0.9267350974668048,0.9253084361453818,0.921146953405018,0.9142857142857143,0.9073987901349465,0.8923742563547864,0.8830769230769231,0.9057971014492754,0.887170338319462,0.9174311926605505,0.9196924548431005,0.9130434782608695,0.9163779830638953,0.9090909090909091,0.9030286190608502,0.8986441338343261,0.893563282113814,0.8939974457215837,0.8931370353784147,0.8831289771845414,0.9090909090909091,0.9209264825256137,0.9339816255944661,0.9284005468215994,0.9225,0.9243823983530622,0.9254627313656828,0.9261051952242659,0.9254361667339912,0.910893661226754,0.9143232910413559,0.9163779830638953,0.9285714285714286,0.9456264775413712,0.9462016761286834,0.9405980395188471,0.9503655252020008,0.9451445515196442,0.9354677338669335,0.9286758187474349,0.9275355899554618,0.9142857142857143,0.9188632331595075,0.92,0.9240403498013325,0.9435192834471064,0.9546883933676387,0.952887929826528,0.9458844929513415,0.939183987682833,0.9339798735675379,0.9309542280837859,0.917646089315667,0.9084637000377469,0.9095140648346651,0.9203682946357086,0.936608398633715,0.9369951534733441,0.9540636042402827,0.9531772575250836,0.9516129032258065,0.9468421052631579,0.9401777008121289,0.9365687526607067,0.9378960709759189,0.9323144104803494,0.9294288832302655,0.9332159624413146,0.9448529411764706,0.96003227107704725,0.9653658536585366,0.9629629629629629,0.9593023255813954,0.9565217391304348,0.9485714285714286,0.9503167722574192,0.9455930359085963,0.9515418502202643,0.9482758620689655,0.9477825464949928,0.9566395663956639,0.9617336375277713,0.9727704342462297,0.9731044913526665,0.9666047087980174,0.9639211630077968,0.9583333333333334,0.9595613433858807,0.9572910311165345,0.9556962025316456,0.9474588007201219,0.9657416036726382,0.97,0.9782125389061805,0.9813764321290601,0.9817177916938711,0.9763842544891973,0.9684174818678807,0.9673896045288617,0.9592195023646004,0.9574005147862157,0.9507068967284881,0.9523809523809523,0.952683391552874,0.9654655172413793
68,394561,"El Paso, TX",Msa,0.9465843673744874,0.9580632666236282,0.96021901336074,0.9439401408913604,0.969750379296351,0.9777139086313953,0.9677975528364849,0.9626790697674419,0.9959167006941608,1,0.9766294117647059,0.971766037735849,0.9449499782514137,0.9486242010439239,0.9889175257731959,0.989784152161707,0.9938030246946369,0.9917737922393607,0.9965882941470735,0.9926672465249236,0.97232,0.9767325428194994,0.975498804564837,0.9721708542713567,0.9629656972959187,0.9753389456136695,0.9725867724867725,0.9513544965603502,0.9900200133422281,0.9739851851851852,0.9818787628386756,0.9868690572808834,0.9811130620658065,0.9896898966322107,0.9991734693877551,0.9878785425101214,0.9681081081081081,0.9593103448275863,0.9667276176038928,0.9750412146061116,0.9686282372598162,0.9719759277833501,0.973809090909091,0.9703147789993125,0.9862415650872661,0.9692737430167597,0.9661544951453696,0.9736842105263158,0.9733570285583748,0.9682,0.9641254598401228,0.9662800120048018,0.9692385460300406,0.9881413049793737,0.992152,0.9723611476704396,0.9759889398302724,0.9737827715355806,0.964519645196452,0.9561880597014926,0.9543973941368078,0.9699968344412789,0.9733688203048659,0.9836760702880415,0.9796693548387096,1,0.976796178343949,0.9795868186550918,0.9638253968253968,0.9706718146718146,0.9700091575091575,0.9694459568069275,0.9684833333333334,0.9736600707850709,0.975873901098901,0.9717370108893562,0.9887548387096774,0.9857601351351352,0.9854727272727273,0.9895817052564048,0.9747606614447345,0.9858117816091954,0.9816030902945437,0.9973333333333333,0.9830508474576272,0.9844559585492227,0.9777654252362423,0.984936268829664,0.9840812709665169,0.9883720930232558,0.9896664692561481,0.9950149345684378,0.9903594897564747,0.9788991982617916,0.976024,0.9776550759392486,0.9785503653648624,0.9786797999957081,0.9985248390111705,0.9909203218234633,0.9973568507740238,0.997092177958709,0.9973574531423142,0.9992142188961647,0.9890363349131122,0.9830841432225064,0.9875037154150197,0.993853596568651,0.9928343831048536,0.9856471186251992,0.9918531741269652,0.9925837438423646
69,394367,"Baton Rouge, LA",Msa,0.9272727272727272,0.9333333333333333,0.9574468085106383,0.9477756286266924,0.9617174580675644,0.9638339236839513,0.9433962264150944,0.9565217391304348,0.950920245398773,0.9364548494983278,0.9503105590062112,0.940251572327044,0.9432234432234432,0.9417304296645085,0.9402985074626866,0.927964808331089,0.9326845093268451,0.9473407056345445,0.9419354838709677,0.9338842975206612,0.9279851237493417,0.9380863039399625,0.9241509433962264,0.9399185745126946,0.9252912954078135,0.9272848565710473,0.9236237695953335,0.932701421800948,0.9524019233361793,0.9472218149831403,0.9531135531135531,0.9568503802642652,0.9485784610994186,0.9401343240925979,0.943218045112782,0.9326424870466321,0.9319038076152305,0.9451339681377038,0.9545351192690893,0.9477272727272728,0.9555287263807444,0.9569749277513083,0.9476599976599976,0.9550136944613512,0.9411764705882353,0.949685534591195,0.9340252038547072,0.9555555555555556,0.936059649122807,0.9501514151128284,0.9512820512820512,0.9583333333333334,0.9595128293185498,0.9608938547486033,0.9677315229388368,0.9619109102646869,0.9585798816568047,0.9561455576804362,0.9504601226993865,0.9606404269513009,0.955593029792018,0.9579369066372772,0.9558925892893138,0.964785373608903,0.9644489588623667,0.9721229449606862,0.9718875502008032,0.9696969696969697,0.9651474530831099,0.9627967844456908,0.9646806197820605,0.9615384615384616,0.9583333333333334,0.9609714853683409,0.9657594381035997,0.9712230215827338,0.9710144927536232,0.9768577873707784,0.9761968440759561,0.9715664083041817,0.968,0.9773182121414277,0.9619084263178146,0.9674418604651163,0.9620991253644315,0.9637661096573098,0.9606587374199451,0.9687599585723391,0.9718814870730327,0.9767441860465116,0.9744135297326786,0.9739815320178578,0.9644444444444444,0.9661016949152542,0.9586206896551724,0.9592500345925004,0.9565217391304348,0.9636767976278725,0.9697674418604652,0.9686365012106537,0.9663157379097274,0.9699674143900381,0.9698996655518395,0.967741935483871,0.9604651162790697,0.9614461167199049,0.9595589834222167,0.9543451337981025,0.9545547130212375,0.9587328053355565,0.9636526070713087,0.9651844532279314
70,394521,"Dayton, OH",Msa,0.8807045636509208,0.9005838598736303,0.9,0.9157007376185459,0.9318849218611382,0.9313556398758193,0.9219933154936539,0.9094047619047619,0.9090495491769377,0.8858590427938116,0.8794660837919546,0.9076651570633142,0.8968961265010521,0.8999037536092397,0.9090081892629663,0.9010011123470523,0.9130151305131875,0.9243697478991597,0.9217877094972067,0.9105974090099216,0.9149308611551175,0.9062170706006323,0.9,0.8968008010603965,0.8758620689655172,0.893643801132788,0.8993333333333333,0.9220555051272797,0.9397804648739728,0.9370529327610873,0.9405568096313017,0.9352587724460615,0.9302325581395349,0.9262796786133429,0.9221950573955553,0.9162549692501104,0.9130434782608695,0.9059456762615472,0.912987256371814,0.9288867362970337,0.9410071942446043,0.9494310190512723,0.9454949944382648,0.9382518452065408,0.9323943661971831,0.9302325581395349,0.9214005001786352,0.9175331388069266,0.9228256431196407,0.9086995284938131,0.9227836034318398,0.9372156505914467,0.9422240706414038,0.9538461538461539,0.9496674964224299,0.9565217391304348,0.9415584415584416,0.9352812126047069,0.9416016717131485,0.9389797489434573,0.9276366435719784,0.9366314619232907,0.9285714285714286,0.9415785654041543,0.9573048699132756,0.9573934837092731,0.9609756097560975,0.9540603312049876,0.9512164572137494,0.9513520688739713,0.9333333333333333,0.9394107837687604,0.9433174788168961,0.9379310344827586,0.9468111634200624,0.9526610644257703,0.9666988899629988,0.9683794466403162,0.9691783563199643,0.9612639131944796,0.9582630495120423,0.9543729189789123,0.9530617648514819,0.950950950950951,0.9475622564557772,0.9478302079574259,0.9558412520961431,0.9659610551856138,0.9727626459143969,0.9738417676407698,0.9754641887923664,0.9722559811104552,0.9689049121225778,0.9649749821300929,0.9606404269513009,0.9583159649854106,0.9527710084863676,0.950950950950951,0.9642474079370754,0.9748427672955975,0.9807874804491854,0.9913926090345071,0.985,0.9775349119611415,0.9771863117870723,0.967741935483871,0.9619254907761554,0.96,0.9428571428571428,0.9454949944382648,0.9617986228539817,0.9733161777471097
